58,240,168
157,149,162
105,88,51
156,190,195
164,167,203
95,95,224
49,242,84
88,206,155
167,178,176
240,159,245
249,115,41
121,254,39
38,188,196
117,163,132
140,37,125
48,106,187
208,116,131
227,49,151
10,135,139
255,196,101
139,94,63
71,46,202
197,246,181
82,80,161
128,10,99
17,222,236
111,104,84
77,246,238
36,198,32
161,103,78
25,70,137
14,214,175
228,169,215
237,86,48
134,99,31
208,19,215
94,185,106
19,226,155
240,39,236
72,53,159
83,216,218
154,14,129
224,51,239
223,166,122
146,6,156
188,32,45
83,218,105
9,45,210
243,81,165
134,6,133
100,194,105
43,61,150
161,63,135
92,204,52
119,170,151
61,76,203
146,56,189
11,225,74
97,95,158
65,140,251
158,138,65
80,65,125
200,66,152
108,114,177
210,113,170
139,255,187
237,127,18
139,82,195
142,58,174
33,253,252
157,103,111
212,188,48
146,8,14
99,165,56
182,188,178
92,31,209
160,201,215
238,138,92
60,11,130
196,188,233
218,74,79
60,250,229
43,53,141
174,108,241
173,34,73
2,70,191
249,71,83
176,99,153
41,229,95
234,133,139
50,207,206
243,158,230
5,13,24
56,203,167
71,29,231
233,97,13
44,159,14
34,112,183
25,10,180
164,170,151
60,101,70
143,56,64
194,142,27
188,181,80
130,213,207
49,128,153
16,101,25
247,132,250
78,37,67
202,18,6
127,112,198
153,250,32
81,137,152
44,93,34
170,235,128
114,134,45
124,227,244
111,220,127
124,163,122
68,60,159
213,248,184
102,232,111
101,74,149
31,12,185
5,44,161
224,82,179
180,61,163
165,164,230
154,144,54
30,176,165
68,170,231
140,44,244
146,47,187
172,229,198
186,44,169
94,64,137
243,216,205
10,115,11
137,120,9
2,63,191
157,178,106
50,209,17
84,191,44
33,97,121
4,17,147
131,8,45
217,135,200
248,39,154
44,27,59
98,17,147
177,65,200
112,224,131
234,167,23
170,225,141
83,106,176
222,85,90
167,177,21
82,156,138
128,11,14
96,26,208
155,23,6
143,57,63
76,190,255
254,239,58
210,188,249
134,47,41
38,100,53
125,101,157
161,24,0
219,211,246
50,124,114
174,241,170
89,6,169
125,90,222
244,246,174
244,100,98
176,202,249
167,243,145
235,207,239
88,47,209
189,98,2
203,45,12
110,249,113
211,87,189
223,15,188
145,26,126
238,135,20
207,139,44
5,35,215
53,157,237
230,29,98
177,83,88
175,13,183
159,189,3
22,104,136
167,113,236
130,163,72
131,250,1
102,250,181
126,128,230
60,174,254
9,91,61
118,152,240
29,165,151
222,68,63
3,245,123
106,135,190
87,0,203
12,34,100
26,118,244
194,68,124
181,78,59
63,80,12
218,152,251
123,163,57
77,216,243
130,167,249
241,207,218
144,250,240
255,91,147
225,62,105
208,220,55
82,142,167
48,192,216
206,139,129
116,102,42
43,195,59
158,32,91
140,132,17
145,6,160
37,146,34
53,90,70
254,178,247
166,213,39
57,202,165
121,69,90
221,106,159
28,70,227
141,204,31
217,213,25
80,244,102
78,182,147
103,48,9
56,255,50
157,123,226
55,39,107
159,22,103
71,221,50
181,156,39
179,55,55
134,25,28
53,144,152
252,37,22
19,30,221
160,30,26
138,232,25
183,169,103
56,153,159
59,6,95
229,197,230
11,32,201
230,218,154
32,152,140
52,58,122
43,197,176
219,179,95
49,83,38
133,118,120
222,88,237
32,33,65
62,157,131
27,158,93
180,163,157
73,145,249
175,235,233
184,10,80
209,126,235
242,242,213
163,212,104
216,69,9
78,15,109
131,73,208
171,195,176
181,240,124
92,27,162
18,53,237
131,90,218
229,237,195
88,126,58
17,213,200
115,73,64
69,217,140
176,103,103
144,1,218
95,80,93
232,105,244
46,98,244
208,56,126
15,171,234
61,73,199
209,15,225
103,15,130
187,211,225
248,16,61
144,3,119
74,84,231
94,205,40
2,202,245
173,239,213
76,81,36
177,67,194
167,13,236
210,144,160
167,1,91
73,191,68
106,188,189
224,102,40
72,95,176
224,2,111
182,150,209
116,222,100
40,238,71
150,96,162
41,241,39
73,168,200
235,251,186
106,146,90
135,209,171
130,194,138
83,164,27
86,134,107
215,48,32
41,201,175
74,150,129
150,188,81
201,57,208
69,206,46
208,153,52
187,46,78
114,180,5
228,154,150
218,205,61
150,97,147
191,231,50
56,208,137
185,79,81
157,10,177
197,172,20
119,219,213
200,231,18
194,255,201
224,44,179
52,82,246
91,184,217
230,95,178
178,187,114
0,60,162
228,88,58
56,202,138
18,44,174
96,24,199
102,23,49
74,104,31
159,120,92
223,183,83
31,64,51
116,54,41
65,209,222
175,91,250
143,150,77
16,154,46
187,237,199
35,124,229
18,19,162
67,85,97
73,216,205
184,74,240
139,206,169
154,57,74
239,25,234
80,64,225
136,85,83
90,129,196
208,247,168
145,198,128
79,111,144
229,102,204
17,112,104
132,186,61
177,99,66
66,60,12
241,97,147
0,119,201
65,97,50
54,29,129
242,88,174
77,40,59
63,149,133
44,59,122
190,145,17
30,113,239
144,50,253
94,51,236
15,171,121
158,55,207
75,57,144
240,185,107
40,126,185
214,43,157
101,96,252
136,226,83
212,58,142
43,158,67
31,207,136
32,88,47
63,193,153
175,222,141
142,130,71
18,6,92
165,185,225
59,187,32
171,174,164
159,157,94
138,217,20
26,4,4
188,49,37
73,192,253
94,8,217
43,33,189
3,229,191
90,143,66
187,208,245
205,232,173
91,51,133
68,187,219
210,40,189
49,228,13
221,57,90
42,161,253
86,110,198
90,233,169
158,111,225
82,184,16
150,71,175
18,39,188
21,253,204
140,96,114
164,75,71
123,80,250
239,111,155
22,40,95
19,136,6
29,41,212
43,255,47
88,195,156
72,201,126
155,89,176
80,128,98
21,123,221
138,64,53
127,197,15
63,91,146
198,66,55
145,153,38
231,123,251
24,112,148
92,119,253
121,156,77
157,102,85
32,139,251
44,60,95
212,53,247
75,96,25
190,253,15
85,195,139
67,135,39
255,196,212
78,84,53
151,113,125
8,100,159
92,203,114
74,56,83
76,202,131
33,59,255
33,91,97
121,212,179
37,121,232
144,185,122
91,119,106
13,186,96
104,139,87
194,185,1
83,14,229
45,34,23
201,136,158
211,19,253
170,158,174
239,189,176
163,141,16
233,61,191
234,231,159
108,139,88
214,160,152
193,30,154
222,240,235
222,37,195
59,170,245
75,7,51
24,36,66
78,171,219
200,98,165
211,209,55
40,187,19
136,47,136
71,119,102
110,201,12
65,66,206
231,98,207
222,194,144
52,17,82
142,141,125
161,123,147
121,213,234
97,42,180
81,49,13
113,43,101
139,26,201
10,122,48
140,181,53
8,66,200
0,224,45
13,69,193
224,253,233
231,194,196
9,231,80
130,115,202
87,81,88
15,37,240
70,169,168
57,41,121
57,40,207
191,144,215
88,245,241
204,37,228
121,201,177
177,204,195
65,243,213
226,167,13
115,185,100
55,40,52
102,74,101
100,77,195
221,0,210
54,23,32
43,69,39
128,180,140
153,60,209
79,54,149
74,207,118
85,198,248
6,140,168
118,122,109
5,155,44
202,236,123
185,67,93
127,29,152
0,89,176
202,122,47
158,132,151
171,47,240
31,33,26
207,232,3
146,31,229
227,139,191
29,67,63
132,54,240
58,72,10
88,168,9
108,254,190
99,220,113
176,47,149
197,6,163
222,7,17
191,79,159
27,23,143
13,17,238
53,107,232
54,85,106
27,55,137
150,67,190
132,129,112
79,118,50
144,2,223
159,249,42
8,172,155
10,104,21
104,79,183
10,96,172
71,134,158
242,133,144
69,169,32
116,40,186
153,160,196
134,245,190
65,230,110
115,36,208
209,228,197
122,230,157
71,224,242
165,52,68
7,252,219
36,96,74
240,183,214
124,132,153
62,90,250
69,247,208
206,95,14
255,157,219
80,15,181
156,127,190
197,147,72
200,31,249
212,249,64
114,131,168
162,35,111
110,67,156
223,91,176
181,13,73
118,70,110
41,63,167
22,201,124
177,192,201
39,17,148
120,207,135
5,147,29
32,198,17
206,208,241
149,228,189
252,59,34
161,118,133
132,55,33
65,63,169
71,58,11
206,71,191
214,234,22
174,42,103
75,216,162
161,215,40
128,133,204
125,253,238
34,125,22
55,2,152
253,61,117
240,228,93
25,199,148
1,169,224
180,236,55
226,160,170
55,229,100
78,196,136
181,229,201
136,113,113
166,75,151
228,113,214
202,154,114
121,214,14
142,98,159
27,34,187
208,55,71
172,81,1
212,190,32
194,61,226
6,136,244
48,9,170
28,238,43
80,239,248
168,95,13
235,128,116
176,89,186
116,7,255
183,84,116
168,22,177
105,184,148
215,21,32
122,96,118
76,228,252
235,17,130
197,47,52
195,233,104
39,167,157
200,107,26
233,20,178
241,11,239
205,80,220
46,50,85
75,49,13
72,40,42
202,67,24
154,180,64
192,45,73
162,178,163
35,245,241
147,167,249
196,21,42
84,200,150
2,206,163
105,221,63
27,12,28
112,175,140
29,15,67
41,240,185
237,191,83
253,3,51
148,15,213
204,182,181
37,16,131
87,223,138
189,178,253
141,255,253
39,94,58
183,185,130
59,203,248
182,145,22
67,230,91
186,33,142
162,114,43
25,89,175
231,19,56
136,75,205
105,223,84
153,207,6
150,158,193
175,38,102
88,169,252
113,167,97
156,179,171
245,17,136
141,61,173
233,243,169
125,42,171
107,142,1
194,94,30
239,37,65
207,60,118
39,160,95
112,148,62
108,220,253
239,203,39
150,42,214
179,254,116
76,72,15
114,130,220
152,157,175
244,4,207
138,174,76
167,14,173
189,10,135
83,48,159
248,46,157
232,244,162
146,25,145
141,204,243
196,128,195
175,78,181
1,70,70
179,0,247
92,170,79
211,26,189
115,59,86
85,194,45
28,83,225
162,21,55
65,63,111
164,245,228
199,112,96
88,177,238
44,66,182
100,247,225
8,20,6
213,222,91
75,221,76
194,193,145
24,102,158
157,214,192
168,84,13
44,74,173
253,26,73
254,40,206
93,33,70
104,98,152
201,219,149
80,214,39
143,21,79
92,180,171
158,181,147
39,169,14
102,113,169
167,118,0
102,141,188
223,10,185
86,45,61
205,57,115
95,159,94
164,109,95
22,175,115
189,164,85
193,55,164
69,87,206
116,2,212
152,87,153
114,101,188
90,98,42
49,115,109
251,239,11
70,48,88
243,175,113
113,255,236
70,148,22
169,45,165
47,95,24
211,59,17
9,129,216
158,22,238
232,109,122
11,236,158
1,170,151
223,56,28
21,136,204
119,180,10
45,67,202
18,140,160
27,213,11
220,207,99
252,47,203
105,105,102
198,22,250
93,167,57
207,228,29
57,248,148
210,230,172
67,9,197
52,134,83
24,25,70
135,143,112
214,126,183
178,124,159
6,61,36
11,81,241
90,83,40
138,220,4
224,63,116
222,176,223
200,36,48
169,255,120
244,39,138
73,138,177
78,133,34
98,236,200
192,241,44
237,131,227
46,22,78
235,238,79
117,50,13
72,204,202
103,10,3
224,84,116
124,229,11
5,153,30
109,42,222
168,69,37
160,251,202
172,234,181
200,198,79
160,98,118
66,53,107
187,155,173
156,71,113
20,137,137
159,183,12
126,3,142
118,207,249
55,232,242
33,88,27
192,141,94
131,101,20
33,162,144
2,185,53
245,252,35
33,248,164
160,228,9
120,28,27
182,111,187
129,123,233
138,1,139
206,241,83
49,33,111
166,59,82
182,185,6
57,47,214
16,77,238
123,67,196
201,61,88
21,104,108
169,160,166
117,30,197
188,89,150
58,153,184
123,64,253
133,127,120
165,64,154
142,59,170
28,15,14
122,125,107
215,65,51
157,64,216
15,143,147
233,240,115
23,15,201
112,202,52
59,72,40
246,164,236
145,65,197
63,98,133
237,107,128
151,48,10
78,254,217
163,215,197
23,116,96
104,23,138
86,164,24
47,30,146
224,111,10
41,89,206
194,187,144
19,154,75
198,197,213
20,248,80
248,86,152
70,20,55
239,203,148
150,61,132
166,169,172
59,142,6
44,186,25
162,50,54
45,79,39
159,224,51
156,109,28
253,213,165
204,140,123
101,127,122
15,159,232
170,54,63
14,99,109
178,108,123
49,39,66
34,175,222
245,115,182
210,242,204
136,11,81
200,163,226
104,159,189
108,166,81
65,251,210
137,212,113
83,212,197
15,225,162
146,159,100
236,196,169
211,82,103
81,42,154
240,205,66
158,90,178
119,51,40
63,59,242
25,79,87
122,38,19
239,198,55
116,94,181
